resultId,raceId,driverId,constructorId,number,grid,position,positionText,FinishPos,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,Driver,Team,year,GP_long,QualifyingPosition,GP,GapToPole,PitstopCount,AvgPitstopTime,AvgPoints,AvgFinishPos,MomentumPoints,MomentumFinish,CumulativePitstopCount,CumulativeAvgPitstopTime,Experience,OvertakeDifficulty,AvgAbsPaceScore_Combination_Dry,AvgAbsPaceScore_Slow Corners_Dry,AvgAbsPaceScore_Straights_Dry,AvgRelPaceScore_Combination_Dry,AvgRelPaceScore_Slow Corners_Dry,AvgRelPaceScore_Straights_Dry,AvgPitDur,PitCount,RacesEntered,AvgAbsPaceScore_Combination_Wet,AvgAbsPaceScore_Fast Corners_Dry,AvgAbsPaceScore_Fast Corners_Wet,AvgAbsPaceScore_Slow Corners_Wet,AvgAbsPaceScore_Straights_Wet,AvgRelPaceScore_Combination_Wet,AvgRelPaceScore_Fast Corners_Dry,AvgRelPaceScore_Fast Corners_Wet,AvgRelPaceScore_Slow Corners_Wet,AvgRelPaceScore_Straights_Wet,Team_enc,Model2023_Pred,PredictedScore,PredictedPosition,ActualTopN,PredTopN,AbsError
26339,1123,822,15,77,13,14,14,14,0.0,57,\N,\N,48,16,1:21.422,233.361,11,BOT,Sauber,2024,Australian Grand Prix,13.0,Australia,1.4250000000000114,2.0,32.9535,7.946666666666666,8.315555555555555,0.0,18.333333333333332,1.8533333333333333,78.89699651851852,218,0.0,-0.5488398274772219,-0.5797560045148012,-0.461316788370276,0.99873071934833,0.9972163068334347,0.9985868323858824,25.891555555555552,45.0,218,-0.042054186445386714,-0.10883893818334676,-0.017884943338478555,-0.05408481727037057,-0.20475717854447245,1.0816244039752354,1.003668736496908,1.0108429470083442,0.9906176525917656,1.0079227471700054,0,-4.416031276023656,-1.3962601796108347,10.0,False,False,4.0
26338,1123,842,214,10,17,13,13,13,0.0,57,\N,\N,51,10,1:21.090,234.317,11,GAS,Alpine F1 Team,2024,Australian Grand Prix,17.0,Australia,1.7600000000000051,2.0,18.999,2.9242424242424243,11.083333333333334,0.0,17.0,1.6666666666666667,88.14516717171716,130,0.0,-0.47670941508543635,-0.05496833222926665,-0.3434925360599989,1.0068606083593057,1.006585984813793,0.9976977645747246,24.863095238095237,42.0,130,-0.028593511436642186,-0.02163392981315078,0.1374074871499183,0.11246610752092853,-0.30514132544153744,1.0992133159822899,1.0373804673777212,1.0191370515285816,1.0266074611334743,0.9948455264170984,0,-4.033566288436383,-1.5503180673713175,14.0,False,False,1.0
26343,1123,1,131,44,11,\N,R,18,0.0,15,\N,\N,11,18,1:22.444,230.469,5,HAM,Mercedes,2024,Australian Grand Prix,11.0,Australia,1.045000000000016,1.0,17.596,13.83682634730539,4.8982035928143715,3.3333333333333335,8.333333333333334,1.5508982035928143,54.07369745508982,332,0.0,0.41877202288000276,0.12603047888553068,0.2955186812765046,1.0023183879895319,0.9996783515212468,0.9991704743902041,23.434761904761906,42.0,332,0.013509435159905667,0.07560863134495875,-0.0051935071994945415,0.01270385523623746,0.5345228893950498,1.1022613853405758,1.0089653068231832,1.0189647464416867,1.0412776412830669,1.0101152801121782,0,-0.8167202771482112,-0.8144487321377798,8.0,False,False,10.0
26334,1123,807,210,27,16,9,9,9,2.0,58,+1:44.553,4931396,46,12,1:21.145,234.158,1,HUL,Haas F1 Team,2024,Australian Grand Prix,16.0,Australia,1.8200000000000074,2.0,18.2325,2.5384615384615383,11.971153846153847,0.3333333333333333,13.666666666666666,1.6730769230769231,45.91478998397436,203,0.0,0.31762064803651974,-0.05248392087105288,-0.2275500441576813,1.00561244568498,1.0057014554850485,1.0030825800301935,26.170795918367347,49.0,203,-0.16922673079964431,-0.007027907514345531,0.018230215928496805,-0.047990848388577284,-0.4354601844831469,0.997156591410785,1.0151047675191163,1.0207807525797947,1.0046618851349411,0.9990122664059432,0,-3.12585917030481,-1.423871521750464,11.0,False,False,2.0
26327,1123,844,6,16,4,2,2,2,19.0,58,+2.366,4829209,56,1,1:19.813,238.066,1,LEC,Ferrari,2024,Australian Grand Prix,5.0,Australia,0.5200000000000102,2.0,17.3585,8.377952755905511,8.062992125984252,15.333333333333334,3.0,1.6220472440944882,75.76617335958005,103,0.0,0.2586244823279804,0.4584141808869625,0.4465844885299105,0.9963353376630858,0.9999503781282155,1.0005113149041458,24.327944444444444,36.0,103,0.04672881858001633,0.13113149787712608,-0.2622798575218588,-0.2128251432045306,0.6760286925360494,1.0233722994434564,1.014672327298775,0.9836324791732763,0.9744142284830298,1.0597036314253936,0,-1.1380081997686924,0.3214640114810519,3.0,True,True,1.0
26335,1123,825,210,20,14,10,10,10,1.0,57,\N,\N,44,9,1:21.082,234.340,11,MAG,Haas F1 Team,2024,Australian Grand Prix,14.0,Australia,1.5120000000000005,2.0,18.226,0.9581151832460733,13.81675392670157,0.0,14.666666666666666,1.5392670157068062,45.295834293193714,162,0.0,-0.17720543389873022,-0.42001643769777014,-0.25678538778015497,0.9946792037852246,0.9946247191779471,0.9976536809135407,25.386863636363636,44.0,162,-0.05939671032540534,-0.10071648432412636,-0.038629627031795094,0.04208562914543008,-0.3798783934026988,1.004698541857261,1.0000020068648456,1.0090684884907914,1.0271096697463535,1.0018053843948067,0,-5.174082755474319,-1.5503180673713175,15.0,False,False,5.0
26328,1123,846,1,4,3,3,3,3,15.0,58,+5.904,4832747,1,2,1:19.915,237.762,1,NOR,McLaren,2024,Australian Grand Prix,4.0,Australia,0.4000000000000057,2.0,17.7145,5.830188679245283,8.641509433962264,7.333333333333333,6.333333333333333,1.8679245283018868,105.73475833333335,103,0.0,0.3394221576568255,0.41114210750302965,-0.135245039041119,1.0023711610450252,0.9996909240737828,0.997044242751477,25.43342857142857,49.0,103,0.025900740716789238,0.13610484490769933,0.004977321575500215,-0.03162086642363064,0.0,1.133125050224301,1.009839436408014,1.013240498353908,1.027912489164241,0.0,0,0.9406902507530714,0.0804251939478011,5.0,True,False,2.0
26341,1123,839,214,31,15,16,16,16,0.0,57,\N,\N,45,15,1:21.354,233.557,11,OCO,Alpine F1 Team,2024,Australian Grand Prix,15.0,Australia,1.7820000000000107,3.0,22.30666666666667,3.088888888888889,10.85925925925926,0.0,14.0,1.5851851851851853,104.07456024691358,124,0.0,-1.097781117943672,-0.4719187065514548,-0.21989933182898647,0.9933374592986578,0.9938624050397772,1.0031343835251425,25.053564102564103,39.0,124,-0.03720652652267168,-0.0896595289213624,0.11676876143880356,0.02859705041704578,-0.09015876659770482,1.094406950394035,1.0349897445974838,1.0040835124246805,1.003411235335176,1.0061601729512752,0,-4.276878496170131,-1.5503180673713175,16.0,False,False,0.0
26330,1123,815,9,11,6,5,5,5,10.0,58,+56.309,4883152,47,6,1:20.388,236.363,1,PER,Red Bull,2024,Australian Grand Prix,3.0,Australia,0.35900000000000887,2.0,17.667,5.681992337164751,9.24904214559387,16.0,2.6666666666666665,1.9003831417624522,65.18642445721584,250,0.0,0.6213975715749029,0.6866647800011068,0.5521554343194736,0.9977542440333923,0.9942797869755311,0.9999730611193911,24.738693877551018,49.0,250,0.06592785207012314,0.1593193431157255,-0.0739517591436009,0.10697181110888616,0.9026723541823336,1.0911738740641648,1.002102547026379,1.002522633202273,1.0012685792412583,0.9935543052582089,0,1.4722126839209633,1.488899370703415,2.0,False,True,3.0
26329,1123,857,1,81,5,4,4,4,12.0,58,+35.770,4862613,1,4,1:20.199,236.920,1,PIA,McLaren,2024,Australian Grand Prix,6.0,Australia,0.6570000000000107,2.0,18.053,4.083333333333333,10.5,8.0,6.0,1.875,120.26325138888889,22,0.0,0.13243672625735703,0.4409841012443845,0.1672404097999886,0.997798861015122,1.0006347934750908,1.0037496507446704,24.638435897435897,39.0,22,-0.0005553355658901105,0.0919033475842136,-0.023734064120622542,-0.057353547919369224,0.0,1.1143190329973898,1.0031983949994967,1.0173631908120244,1.015213754388243,0.0,0,-1.5415708114369149,-0.8075974188752989,7.0,False,False,3.0
26337,1123,817,215,3,18,12,12,12,0.0,57,\N,\N,46,13,1:21.239,233.887,11,RIC,RB F1 Team,2024,Australian Grand Prix,18.0,Australia,2.170000000000016,2.0,18.008,5.448132780082988,10.004149377593361,0.0,13.333333333333334,1.8589211618257262,68.44426943291839,239,0.0,0.062095887891988374,-0.45842869012676335,-0.3309433817226934,1.0052675532796782,0.9997687542214779,0.9968711801859756,23.92846666666667,15.0,239,0.019844689856082207,-0.1708076412685796,0.2856361210491216,0.0,-0.37720675707994544,1.0982088078956223,1.0067547546931603,1.0069913481297543,0.0,0.9970044494186846,0,-3.796553188635153,-1.463221798948846,12.0,False,False,0.0
26342,1123,847,131,63,7,17,17,17,0.0,56,\N,\N,53,5,1:20.284,236.669,3,RUS,Mercedes,2024,Australian Grand Prix,7.0,Australia,0.8090000000000117,2.0,18.005,4.30188679245283,11.29245283018868,11.0,4.666666666666667,1.8773584905660377,87.58523654537287,103,0.0,0.21609197565129645,0.16139338675625023,0.32381358926053927,0.9978553230642946,1.0006389156520274,1.0015428233585195,24.233431818181817,44.0,103,-0.01747802958812335,0.05929071199015633,-0.14028723176116775,-0.13283736678013486,0.17097357747072267,1.0827467186613693,1.0063654687590127,1.0081072665389126,1.0062940927773532,0.9911187679997456,0,-1.9328083515879766,-0.773768120558868,6.0,False,False,11.0
26326,1123,832,6,55,2,1,1,1,25.0,58,1:20:26.843,4826843,48,3,1:20.031,237.418,1,SAI,Ferrari,2024,Australian Grand Prix,2.0,Australia,0.27000000000001023,2.0,17.6695,5.14247311827957,9.682795698924732,7.666666666666667,9.0,1.6720430107526882,84.69795421146954,180,0.0,0.598835178578752,0.47721873239868795,0.477445930008761,1.0038233408086048,1.0004612036201417,1.0036893047737425,23.07578947368421,38.0,180,-0.6090675383982543,0.11267333386465427,0.011272308101008169,0.09882761067510652,-1.5408453506047797,0.9794026094335877,1.037958968521154,1.0611615411559643,1.065411796920986,0.9441656402415474,0,0.9454930840412002,0.3154283778463494,4.0,True,False,3.0
